id,Nombre,Ciudad,Año,Kilometros,Combustible,Tipo_marchas,Mano,Consumo,Motor_CC,Potencia,Asientos,Descuento,Precio_cat
205,Maruti Swift VXI,L,2012,48772,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3
206,Honda City i-VTEC VX,L,2017,29000,Petrol,Manual,,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68,4
207,Mahindra Scorpio 2.6 SLX CRDe,K,2005,90000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8.0,,2
208,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,G,2013,60000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5.0,,5
209,Ford Ecosport 1.5 DV5 MT Ambiente,H,2014,71390,,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
210,BMW X3 xDrive 20d Expedition,C,,98000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,,5
211,Mahindra XUV500 W8 2WD,B,2016,120000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,4
212,,G,2014,88511,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,4
213,BMW 5 Series 2013-2017 520d Luxury Line,C,2014,32000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,5
214,Volkswagen Polo Petrol Comfortline 1.2L,G,2011,46000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2
215,BMW 3 Series 320d Sedan,F,2007,74199,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,4
216,Hyundai Verna 1.6 SX VTVT,H,2017,41534,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4
217,Hyundai Grand i10 CRDi Sportz,H,2014,51134,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
218,Mahindra XUV500 W10 2WD,B,2015,53392,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,4
219,Skoda Laura L n K 1.9 PD AT,B,2011,68000,Diesel,Automatic,First,15.6 kmpl,1896 CC,106 bhp,5.0,,3
220,Tata Indica Vista Quadrajet VX,F,2013,99500,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,,2
221,Honda Brio 1.2 VX AT,B,2017,20000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,8.05,3
,Volkswagen Polo GT TSI,B,2014,20364,Petrol,Automatic,Second,17.21 kmpl,,103.6 bhp,5.0,,3
223,Hyundai Xcent 1.2 Kappa S Option,G,2017,28360,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,3
224,Maruti Wagon R LXI CNG,B,2013,25755,CNG,Manual,First,26.6 kmpl,998 CC,58.16 bhp,5.0,,2
225,Maruti Swift Dzire 1.2 Vxi BSIV,B,2012,83000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,2
226,Maruti Celerio ZDi,L,2015,42000,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5.0,,3
227,Toyota Innova Crysta 2.4 VX MT,B,2016,25121,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.06,5
228,Ford Fiesta Diesel Titanium Plus,F,2012,45122,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5.0,,3
229,Maruti Ciaz VDI SHVS,F,2016,62287,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,4
230,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,F,2014,51355,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,5
231,Honda Jazz 1.2 SV i VTEC,C,2016,22700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,3
232,Hyundai i10 Magna 1.2,F,2010,70600,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
233,Hyundai i20 1.4 CRDi Magna,I,2011,38277,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,2
234,Hyundai i20 2015-2017 Asta,C,2009,66000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,2
235,Hyundai Grand i10 Magna AT,B,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
236,Maruti Wagon R VXI BS IV,I,2016,12501,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3
237,Volkswagen Ameo 1.2 MPI Comfortline,F,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,3
238,Audi A6 2011-2015 35 TDI Premium,E,2018,48367,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
239,BMW 3 Series Luxury Line,C,2016,70000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,62.11,5
240,Honda Jazz 1.5 VX i DTEC,F,2016,45671,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,4
241,Hyundai Elite i20 Petrol Asta,B,2015,28133,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,3
242,Skoda Octavia Ambition 2.0 TDI AT,K,2013,58410,Diesel,,First,19.3 kmpl,1968 CC,141 bhp,5.0,,4
243,Hyundai i20 1.2 Spotz,E,2018,22684,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4
244,Mahindra XUV500 W10 2WD,E,2016,56532,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,5
245,Toyota Corolla Altis 1.4 DG,E,2013,63854,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,19.27,3
246,Nissan Sunny Diesel XV,D,2014,79200,Diesel,Manual,First,22.71 kmpl,1461 CC,84.8 bhp,5.0,,3
247,Maruti Swift VDI,L,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
248,Tata Nano XT,E,2017,14149,Petrol,Manual,First,23.9 kmpl,624 CC,37.48 bhp,4.0,,3
,Skoda Rapid 1.5 TDI Ambition,F,2016,41000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,,4
250,Volkswagen Passat Diesel Highline 2.0 TDI,I,,72000,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,3
251,Audi A4 2.0 TDI,L,2013,82002,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,,5
252,Honda Amaze VX AT i-Vtech,J,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,3
253,Chevrolet Beat LT,B,2014,54890,Petrol,Manual,Second,17.8 kmpl,1199 CC,76.8 bhp,5.0,,2
254,Maruti S Cross DDiS 200 Delta,F,2015,61313,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,4
255,Volkswagen Passat 1.8 TSI MT,B,2010,60000,Petrol,Manual,Third,14.3 kmpl,1798 CC,160 bhp,5.0,,3
256,,I,2013,42000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,,3
257,Maruti Wagon R LX BS IV,C,2011,71000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2
258,Honda City i VTEC VX Option,E,2019,23882,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,4
259,Mini Cooper Countryman D,K,2014,35165,Diesel,Automatic,,23.8 kmpl,1998 CC,112 bhp,5.0,,5
260,Maruti Wagon R LX BSIII,B,2007,50000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,1
261,Toyota Fortuner 2.8 2WD AT,L,2016,,Diesel,Automatic,Second,12.9 kmpl,2755 CC,174.5 bhp,7.0,34.45,5
262,Force One LX 4x4,D,2014,50000,Diesel,Manual,First,17.0 kmpl,2200 CC,139.01 bhp,7.0,,4
263,Hyundai EON Era,F,2011,68128,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2
264,Honda Amaze S i-Dtech,I,2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,2
265,Hyundai Verna SX CRDi AT,F,2011,104000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,3
266,Skoda Laura Classic 1.8 TSI,C,2010,85000,Petrol,Manual,First,17.5 kmpl,1798 CC,,5.0,,2
267,Hyundai i10 Magna 1.2,F,2009,84045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
268,Audi A4 1.8 TFSI Technology Edition,F,2012,80000,Petrol,Automatic,First,15.64 kmpl,1798 CC,167.62 bhp,5.0,,5
269,Volkswagen Vento Diesel Comfortline,I,2012,34000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3
270,Hyundai Creta 1.6 CRDi SX,H,2017,40459,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
271,Skoda Superb Elegance 1.8 TSI AT,J,2014,38000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4
272,Mahindra Scorpio SLE BSIII,C,2010,96813,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,3
273,Mitsubishi Outlander 2.4,J,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360 CC,170 bhp,5.0,,3
274,Toyota Innova 2.5 V Diesel 7-seater,F,2011,136490,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,4
275,,F,2010,27800,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3
276,Volkswagen Polo 1.5 TDI Highline,,2015,63000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,,,3
277,Hyundai i20 Asta Option 1.2,B,2015,25000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
278,Volkswagen Vento Petrol Highline,B,2011,55893,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3
279,Hyundai i20 Asta 1.4 CRDi,C,2015,54339,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,3
280,Maruti Swift VDI,C,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,8.26,3
281,Skoda Superb Elegance 1.8 TSI AT,B,2015,56073,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4
282,Volkswagen Polo 1.2 MPI Highline,F,2016,60453,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,3
283,Audi A6 35 TFSI Matrix,J,2018,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5.0,56.97,5
284,Ford Ecosport 1.5 DV5 MT Trend,F,2014,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
285,Skoda Octavia Elegance 2.0 TDI AT,F,2015,122086,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,4
286,Toyota Innova 2.0 GX 8 STR,E,2014,85301,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,,4
287,Maruti Ritz VDi,C,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3
288,Mahindra XUV500 W8 2WD,E,2016,59711,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,4
289,Hyundai Getz GLE,E,2007,66800,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,,2
290,Mercedes-Benz CLA 200 Sport Edition,J,2016,25000,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,5.0,,5
291,Chevrolet Sail 1.2 LS,B,2015,41000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5.0,,2
292,Fiat Grande Punto 1.3 Emotion (Diesel),G,2011,130000,Diesel,Manual,First,20.3 kmpl,1248 CC,75 bhp,5.0,,2
293,Honda Brio S Option AT,D,2012,31500,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,3
294,Maruti Wagon R LX DUO BSIII,F,2007,65047,LPG,Manual,First,17.3 kmpl,1061 CC,57.5 bhp,5.0,,1
295,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,H,2017,17702,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,4
296,Maruti Swift Dzire VDI,G,2015,58000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3
297,Porsche Panamera 2010 2013 4S,E,2010,42400,Petrol,Automatic,Third,8.0 kmpl,4806 CC,394.3 bhp,4.0,,5
298,Honda Jazz VX,D,2017,8000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,9.1,4
299,Honda CR-V 2.0L 2WD AT,E,2015,63856,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,4
300,Honda Amaze S AT i-Vtech,C,2015,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,3
301,Honda Mobilio RS Option i DTEC,H,2016,67376,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7.0,,3
302,Hyundai Elantra CRDi SX,F,2012,125928,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,,4
303,Renault Duster 110PS Diesel RxZ,K,2014,70000,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.01,4
304,Hyundai Xcent 1.2 Kappa S Option,I,2015,39871,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,3
305,Maruti Wagon R LXI BS IV,I,2012,35503,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2
306,Volkswagen Jetta 2007-2011 1.9 Highline TDI,D,2009,100970,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5.0,,3
307,Maruti Swift VDI,F,2014,85512,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
308,Toyota Innova Crysta 2.4 G MT 8S,B,2017,20000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,,5
309,Honda City i VTEC CVT VX,H,2016,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,4
310,Hyundai Verna Transform VTVT,F,2011,51500,Petrol,Manual,Second,16.2 kmpl,1599 CC,103.2 bhp,5.0,,2
311,Porsche Cayenne Base,H,2019,14298,Petrol,Automatic,First,13.33 kmpl,2995 CC,340 bhp,5.0,1.36,1
312,Audi A6 2011-2015 2.0 TDI Premium Plus,I,2013,31000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
313,Mercedes-Benz E-Class E 220 d,H,2018,26405,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,86.97,5
314,Honda Jazz 1.2 SV i VTEC,H,2016,25238,Petrol,Manual,First,18.7 kmpl,,88.7 bhp,5.0,,3
315,Tata Indica Vista Quadrajet VX,F,2012,110000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5.0,,2
,Maruti Celerio VXI,J,2014,48000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,2
317,Hyundai Accent GLE,C,2005,5834,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,1
318,Hyundai Santro Xing XP,G,2005,120000,Petrol,Manual,First,0.0 kmpl,1086 CC,,5.0,,1
319,Hyundai i10 Sportz,F,2012,53000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
320,Maruti Ciaz ZDi SHVS,L,2016,56000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,4
321,Ford Ecosport 1.5 DV5 MT Titanium Optional,J,2014,75136,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
322,Skoda Laura Ambiente,D,2012,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5.0,,3
323,Jaguar XF 2.2 Litre Luxury,F,2015,50000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,5
324,Ford Endeavour 2.5L 4X2 MT,H,2011,68022,Diesel,Manual,First,13.1 kmpl,2499 CC,,7.0,,3
325,Chevrolet Enjoy Petrol LS 7 Seater,B,2014,18000,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7.0,,3
326,Hyundai EON Era,E,2013,65060,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3
327,Ford Fiesta 1.6 ZXi ABS,F,2007,145277,Petrol,Manual,First,15.3 kmpl,1596 CC,101 bhp,5.0,,1
328,Tata Sumo DX,B,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,83.1 bhp,10.0,,3
329,Toyota Fortuner 4x4 AT,H,2018,37713,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,,5
330,Maruti Ritz VDi,C,2012,23598,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3
331,Toyota Fortuner 2.8 4WD MT,H,2011,169006,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,36.69,4
332,Mitsubishi Pajero 2.8 SFX,D,2008,160000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,4
333,Renault Captur 1.5 Diesel RXL,E,2019,24950,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5.0,,4
334,Tata Manza Aura Quadrajet,F,2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,90 bhp,5.0,,2
335,,F,2012,162663,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,,4
336,BMW X6 xDrive 40d M Sport,L,2015,97003,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,5.0,,5
337,Maruti Ertiga ZXI,B,2012,25000,Petrol,Manual,Second,17.5 kmpl,1373 CC,91.1 bhp,7.0,,3
338,Volkswagen Vento 1.6 Comfortline,B,2017,15000,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.48,3
339,Maruti Vitara Brezza ZDi Plus,L,2017,80000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.91,4
340,Hyundai Santro Xing XP,K,2004,167000,Petrol,Manual,First,0.0 kmpl,1086 CC,,5.0,,1
341,Honda City 1.5 S MT,B,2011,49999,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3
342,Chevrolet Enjoy 1.3 TCDi LTZ 8,D,2014,45000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8.0,,3
343,Maruti Swift Dzire VDI,F,2017,22000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4
344,Volkswagen Vento 1.2 TSI Highline AT,C,2016,55001,Petrol,Automatic,Second,16.93 kmpl,1197 CC,103.2 bhp,5.0,,4
345,Hyundai Verna 1.6 SX VTVT (O),J,2014,61566,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,3
346,Toyota Innova Crysta 2.8 GX AT 8S,J,2017,18000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,20.8,5
347,Audi A4 2.0 TDI 177 Bhp Premium Plus,H,2015,13648,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,5
348,BMW X1 sDrive 20d Sportline,F,2014,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,5
349,Audi A6 2.0 TDI Design Edition,I,,27090,,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,,5
350,Ford Figo Aspire 1.2 Ti-VCT Titanium,H,2018,32709,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,3
351,Hyundai Grand i10 1.2 Kappa Sportz Option,E,2019,13916,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,,3
352,Mahindra Scorpio S10 4WD,H,2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7.0,,4
353,Maruti Swift Dzire VXi,C,2013,55000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,3
354,Maruti Dzire AMT VXI,D,,42000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,8.13,3
355,Maruti Ciaz RS ZDi Plus SHVS,J,2016,38500,Diesel,Manual,Second,28.09 kmpl,1248 CC,88.5 bhp,5.0,,4
356,Maruti Ritz VDi,F,2010,79894,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3
,Hyundai Creta 1.6 VTVT S,K,2016,40000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,4
358,Jaguar XJ 2.0L Portfolio,B,2017,10501,Petrol,Automatic,First,9.43 kmpl,1999 CC,237.4 bhp,5.0,,5
359,Hyundai i20 Sportz Option,D,2012,50000,Petrol,Manual,First,17.0 kmpl,,80 bhp,5.0,,3
360,Hyundai Xcent 1.1 CRDi Base,I,2017,82000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3
361,Hyundai Creta 1.6 VTVT S,,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,4
362,Hyundai Santro Xing GLS,E,2012,43337,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,3
363,Maruti Baleno Zeta 1.2,B,2016,12000,Petrol,,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,3
364,Hyundai i20 1.2 Magna Executive,J,2017,17431,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
365,Tata Zest Revotron 1.2T XM,B,2016,43706,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,7.63,3
366,Hyundai Grand i10 Sportz,E,2017,47774,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
367,Maruti Wagon R CNG LXI,B,2013,54000,CNG,Manual,First,33.54 kmpl,998 CC,67.04 bhp,5.0,5.58,2
368,Hyundai Verna 1.6 SX VTVT,C,2013,41500,,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,3
369,Hyundai i20 Asta 1.2,C,,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3
370,Toyota Etios Liva 1.2 VX Dual Tone,E,2019,20877,Petrol,Manual,First,18.16 kmpl,1197 CC,78.9 bhp,5.0,7.59,4
371,Maruti Ertiga SHVS VDI,L,2018,38000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,4
372,Maruti Baleno Alpha Diesel,B,2018,2000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,10.28,4
373,Maruti Wagon R LXI,B,2010,37822,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04,2
374,Tata Xenon XT EX 4X2,C,2014,85000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5.0,,3
375,Maruti Swift VDI,H,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
376,Ford Figo Diesel ZXI,D,2011,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2
377,Tata Indigo CS eGLX BS IV,G,2012,30000,Petrol,Manual,Second,15.64 kmpl,1193 CC,64.08 bhp,5.0,,2
378,BMW 3 Series 320d Highline,F,2009,58000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,4
379,Land Rover Range Rover Vogue SE 4.4 SDV8,K,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5.0,,5
380,Honda City V MT,D,2014,30000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,,3
381,Maruti Swift Dzire ZDi,E,2013,38995,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3
382,Hyundai EON Magna Plus,I,2015,20800,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,2
383,Volkswagen Polo Diesel Comfortline 1.2L,D,2012,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3
384,Maruti Swift VDI,F,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
385,Toyota Corolla Altis 2008-2013 1.8 VL AT,C,2015,43000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,4
386,Volkswagen Polo 1.5 TDI Highline,E,2014,52951,Diesel,Manual,First,,1498 CC,88 bhp,5.0,10.32,3
387,Hyundai Creta 1.6 CRDi SX Option,L,2015,61786,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
388,Maruti Celerio VXI AT,F,2014,46559,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3
389,Nissan Micra Diesel XV Premium,C,2013,60000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3
390,Maruti Ritz VXi,E,2011,50318,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3
391,Maruti Swift Ldi BSIV,I,2014,53000,Diesel,Manual,First,17.8 kmpl,,75 bhp,5.0,,3
392,Hyundai Grand i10 Sportz,H,2016,59767,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
393,Skoda Rapid 1.6 MPI Elegance Black Package,B,2015,19600,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,,3
394,Honda City 1.5 V AT,J,2011,78256,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3
395,Hyundai Creta 1.6 CRDi SX,F,2016,63738,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
396,Toyota Innova Crysta 2.8 ZX AT,K,2017,53841,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,28.05,5
397,Tata Xenon XT EX 4X4,K,2014,60000,Diesel,Manual,Second,13.49 kmpl,2179 CC,138.03 bhp,5.0,,3
398,Hyundai i10 Sportz 1.2 AT,C,2013,15200,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3
399,Maruti Wagon R LXI,H,2011,15466,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04,3
400,Maruti Swift LDI,G,2015,39437,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.01,3
401,Volvo S60 D4 KINETIC,J,2014,48000,Diesel,,Second,9.0 kmpl,1984 CC,181 bhp,5.0,,5
402,Maruti Swift Ldi BSIV,J,2014,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,,3
403,Hyundai i20 Sportz 1.2,K,2014,68010,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3
404,Nissan Terrano XL 110 PS,F,2014,66000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,3
405,Nissan Micra XL Primo,G,2010,75055,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,,2
406,Hyundai EON Era Plus,G,2017,8500,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3
407,Mercedes-Benz B Class B180,J,2013,32000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,4
408,Mercedes-Benz E-Class Facelift,E,2018,56652,Diesel,Automatic,First,13.0 kmpl,2987 CC,258 bhp,5.0,,5
